Industry Title,SIC Code,Company Name,cityba,zipba,Industry_Encoded,City_Encoded,Cluster
"SERVICES-EQUIPMENT RENTAL & LEASING, NEC",7359.0,"UNITED RENTALS, INC.",STAMFORD,6902,295,1303,3
INVESTMENT ADVICE,6282.0,Ares Management Corp,LOS ANGELES,90067,126,779,0
ELECTRIC SERVICES,4911.0,AMERICAN ELECTRIC POWER CO INC,COLUMBUS,43215,68,304,2
REAL ESTATE INVESTMENT TRUSTS,6798.0,REALTY INCOME CORP,SAN DIEGO,92130,232,1187,0
BOTTLED & CANNED SOFT DRINKS & CARBONATED WATERS,2086.0,Monster Beverage Corp,CORONA,92879,28,320,2
GOLD AND SILVER ORES,1040.0,NEWMONT Corp /DE/,DENVER,80237,102,363,2
CRUDE PETROLEUM & NATURAL GAS,1311.0,"Diamondback Energy, Inc.",MIDLAND,79701,56,860,4
LIFE INSURANCE,6311.0,MANULIFE FINANCIAL CORP,TORONTO,M4W1E5,135,1369,0
RETAIL-AUTO & HOME SUPPLY STORES,5531.0,AUTOZONE INC,MEMPHIS,38103,237,841,0
AIR-COND & WARM AIR HEATG EQUIP & COMM & INDL REFRIG EQUIP,3585.0,Johnson Controls International plc,CORK,0,10,318,2
PETROLEUM REFINING,2911.0,Phillips 66,HOUSTON,77042,203,635,1
"SERVICES-ENGINEERING, ACCOUNTING, RESEARCH, MANAGEMENT",8700.0,PAYCHEX INC,ROCHESTER,14625-0397,294,1139,3
ELECTRIC SERVICES,4911.0,"DOMINION ENERGY, INC",RICHMOND,23219,68,1128,4
COMMODITY CONTRACTS BROKERS & DEALERS,6221.0,ISHARES GOLD TRUST,SAN FRANCISCO,94105,43,1189,4
INVESTMENT ADVICE,6282.0,AMERIPRISE FINANCIAL INC,MINNEAPOLIS,55474,126,875,0
"FIRE, MARINE & CASUALTY INSURANCE",6331.0,ALLSTATE CORP,NORTHBROOK,60062,87,984,4
RETAIL-AUTO DEALERS & GASOLINE STATIONS,5500.0,COPART INC,DALLAS,75254,238,341,1
SERVICES-PREPACKAGED SOFTWARE,7372.0,Atlassian Corp,SAN FRANCISCO,94104,319,1189,3
SERVICES-PREPACKAGED SOFTWARE,7372.0,MICROSTRATEGY Inc,TYSONS CORNER,22182,319,1389,3
"SERVICES-BUSINESS SERVICES, NEC",7389.0,"Fidelity National Information Services, Inc.",JACKSONVILLE,32202,280,662,1
"FIRE, MARINE & CASUALTY INSURANCE",6331.0,"AMERICAN INTERNATIONAL GROUP, INC.",NEW YORK,10020-1304,87,956,4
"SERVICES-BUSINESS SERVICES, NEC",7389.0,FAIR ISAAC CORP,BOZEMAN,59715,280,160,1
PETROLEUM REFINING,2911.0,Marathon Petroleum Corp,FINDLAY,45840-3229,203,466,1
NATURAL GAS TRANSMISSION,4922.0,TC ENERGY CORP,CALGARY ALBERTA,T2P 5H1,177,199,1
PETROLEUM REFINING,2911.0,SUNCOR ENERGY INC,CALGARY,T2P 3E3,203,198,1
REAL ESTATE INVESTMENT TRUSTS,6798.0,CROWN CASTLE INC.,HOUSTON,77024,232,635,1
CABLE & OTHER PAY TELEVISION SERVICES,4841.0,"CHARTER COMMUNICATIONS, INC. /MO/",STAMFORD,6901,31,1303,4
"SEARCH, DETECTION, NAVAGATION, GUIDANCE, AERONAUTICAL SYS",3812.0,"L3HARRIS TECHNOLOGIES, INC. /DE/",MELBOURNE,32919,269,838,3
CRUDE PETROLEUM & NATURAL GAS,1311.0,OCCIDENTAL PETROLEUM CORP /DE/,HOUSTON,77046,56,635,2
RETAIL-FAMILY CLOTHING STORES,5651.0,"ROSS STORES, INC.",DUBLIN,94568,247,386,1
FINANCE SERVICES,6199.0,"Coinbase Global, Inc.",WILMINGTON,19801,86,1512,4
REFUSE SYSTEMS,4953.0,"Waste Connections, Inc.",WOODBRIDGE,L4H 4G3,235,1528,0
GENERAL BLDG CONTRACTORS - RESIDENTIAL BLDGS,1520.0,LENNAR CORP /NEW/,MIAMI,33126,97,852,4
RETAIL-CATALOG & MAIL-ORDER HOUSES,5961.0,"Coupang, Inc.",SEATTLE,98101,240,1227,0
OPHTHALMIC GOODS,3851.0,ALCON INC,FORT WORTH,76134,190,486,1
PIPE LINES (NO NATURAL GAS),4610.0,MPLX LP,FINDLAY,45840,207,466,1
"WHOLESALE-DRUGS, PROPRIETARIES & DRUGGISTS' SUNDRIES",5122.0,"Cencora, Inc.",CONSHOHOCKEN,19428,365,309,1
"SERVICES-BUSINESS SERVICES, NEC",7389.0,MSCI Inc.,NEW YORK,10007,280,956,3
"RETAIL-BUILDING MATERIALS, HARDWARE, GARDEN SUPPLY",5200.0,FASTENAL CO,WINONA,55987,239,1518,0
ENGINES & TURBINES,3510.0,CUMMINS INC,COLUMBUS,47202-3005,79,304,2
"COMMERCIAL BANKS, NEC",6029.0,BARCLAYS PLC,LONDON,E14 5HP,41,768,4
CONVERTED PAPER & PAPERBOARD PRODS (NO CONTANERS/BOXES),2670.0,KIMBERLY CLARK CORP,IRVING,75038,54,654,2
BEVERAGES,2080.0,Keurig Dr Pepper Inc.,BURLINGTON,1803,21,192,2
ELECTRIC & OTHER SERVICES COMBINED,4931.0,PUBLIC SERVICE ENTERPRISE GROUP INC,NEWARK,07102-4194,65,958,4
ELECTRICAL WORK,1731.0,"QUANTA SERVICES, INC.",HOUSTON,77008-1044,71,635,2
SERVICES-PREPACKAGED SOFTWARE,7372.0,"Block, Inc.",SAN FRANCISCO,94103,319,1189,3
"WHOLESALE-ELECTRONIC PARTS & EQUIPMENT, NEC",5065.0,TE Connectivity plc,SCHAFFHAUSEN,CH-8200,369,1220,3
LIFE INSURANCE,6311.0,PRUDENTIAL FINANCIAL INC,NEWARK,7102,135,958,0
"PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS",2844.0,Haleon plc,WEYBRIDGE,KT13 0NY,200,1499,0
TRUCKING (NO LOCAL),4213.0,"OLD DOMINION FREIGHT LINE, INC.",THOMASVILLE,27360,355,1352,3
GOLD AND SILVER ORES,1040.0,AGNICO EAGLE MINES LTD,TORONTO,M5C 2Y7,102,1369,4
NATURAL GAS DISTRIBUTION,4924.0,"Cheniere Energy, Inc.",HOUSTON,77002,175,635,0
"COMMERCIAL BANKS, NEC",6029.0,Lloyds Banking Group plc,LONDON,EC2V 7HN,41,768,4
"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES",6200.0,"NASDAQ, INC.",NEW YORK,10036,271,956,3
ELECTRIC SERVICES,4911.0,Vistra Corp.,IRVING,75039,68,654,2
BEVERAGES,2080.0,"CONSTELLATION BRANDS, INC.",VICTOR,14564,21,1416,4
"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL",3823.0,AMETEK INC/,BERWYN,19312,119,125,2
AGRICULTURAL PRODUCTION-CROPS,100.0,"Corteva, Inc.",INDIANAPOLIS,46268,5,649,2
SERVICES-PREPACKAGED SOFTWARE,7372.0,"Datadog, Inc.",NEW YORK,10018,319,956,3
"SERVICES-BUSINESS SERVICES, NEC",7389.0,Trip.com Group Ltd,SHANGHAI,200335,280,1238,3
PETROLEUM REFINING,2911.0,HESS CORP,NEW YORK,10036,203,956,0
DRAWING & INSULATING OF NONFERROUS WIRE,3357.0,CORNING INC /NY,CORNING,14831,63,319,2
PETROLEUM REFINING,2911.0,VALERO ENERGY CORP/TX,SAN ANTONIO,78269-6000,203,1184,0
MOTOR VEHICLES & PASSENGER CAR BODIES,3711.0,FORD MOTOR CO,DEARBORN,48126,171,353,1
"CANNED, FROZEN & PRESERVD FRUIT, VEG & FOOD SPECIALTIES",2030.0,Kraft Heinz Co,PITTSBURGH,15222,33,1071,4
ROLLING DRAWING & EXTRUDING OF NONFERROUS METALS,3350.0,Howmet Aerospace Inc.,PITTSBURGH,15212-5872,263,1071,3
"ELECTRONIC COMPONENTS, NEC",3679.0,Vertiv Holdings Co,WESTERVILLE,43082,76,1490,4
"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",3842.0,Edwards Lifesciences Corp,IRVINE,92614,193,653,0
RETAIL-GROCERY STORES,5411.0,KROGER CO,CINCINNATI,45201,250,279,1
REAL ESTATE,6500.0,"CBRE GROUP, INC.",DALLAS,75201,230,341,1
X-RAY APPARATUS & TUBES & RELATED IRRADIATION APPARATUS,3844.0,GE HealthCare Technologies Inc.,CHICAGO,60661,394,272,1
"COMMERCIAL BANKS, NEC",6029.0,NatWest Group plc,"EDINBURGH, SCOTLAND",EH12 1HQ,41,418,2
PETROLEUM REFINING,2911.0,IMPERIAL OIL LTD,CALGARY,T2C 5N1,203,198,1
SERVICES-PREPACKAGED SOFTWARE,7372.0,ELECTRONIC ARTS INC.,REDWOOD CITY,94065,319,1118,3
ELECTRIC & OTHER SERVICES COMBINED,4931.0,EXELON CORP,CHICAGO,60680-5398,65,272,2
ELECTRONIC & OTHER ELECTRICAL EQUIPMENT (NO COMPUTER EQUIP),3600.0,Otis Worldwide Corp,FARMINGTON,6032,73,460,2
MOTOR VEHICLES & PASSENGER CAR BODIES,3711.0,Stellantis N.V.,HOOFDDORP,2132LS,171,631,2
SERVICES-COMPUTER PROCESSING & DATA PREPARATION,7374.0,"Verisk Analytics, Inc.",JERSEY CITY,07310-1686,284,669,1
GENERAL INDUSTRIAL MACHINERY & EQUIPMENT,3560.0,Ingersoll Rand Inc.,DAVIDSON,28036,98,349,2
SEMICONDUCTORS & RELATED DEVICES,3674.0,MICROCHIP TECHNOLOGY INC,CHANDLER,85224-6199,273,245,1
SERVICES-MANAGEMENT SERVICES,8741.0,GARTNER INC,STAMFORD,06904-2212,305,1303,3
COMMODITY CONTRACTS BROKERS & DEALERS,6221.0,Grayscale Bitcoin Trust (BTC),STAMFORD,6902,43,1303,4
SERVICES-PREPACKAGED SOFTWARE,7372.0,Snowflake Inc.,BOZEMAN,59715,319,160,1
"SEARCH, DETECTION, NAVAGATION, GUIDANCE, AERONAUTICAL SYS",3812.0,GARMIN LTD,SCHAFFHAUSEN,CH-8200,269,1220,3
GRAIN MILL PRODUCTS,2040.0,GENERAL MILLS INC,MINNEAPOLIS,55426,103,875,4
"FIRE, MARINE & CASUALTY INSURANCE",6331.0,ARCH CAPITAL GROUP LTD.,PEMBROKE,HM 08,87,1057,4
SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,8731.0,IQVIA HOLDINGS INC.,DURHAM,27703,282,400,1
PERSONAL CREDIT INSTITUTIONS,6141.0,Discover Financial Services,RIVERWOODS,60015,202,1137,0
ELECTRIC & OTHER SERVICES COMBINED,4931.0,XCEL ENERGY INC,MINNEAPOLIS,55401,65,875,4
HOTELS & MOTELS,7011.0,LAS VEGAS SANDS CORP,LAS VEGAS,89119,110,729,2
SERVICES-COMPUTER PROGRAMMING SERVICES,7371.0,COGNIZANT TECHNOLOGY SOLUTIONS CORP,TEANECK,7666,285,1340,3
OIL & GAS FIELD MACHINERY & EQUIPMENT,3533.0,Baker Hughes Co,HOUSTON,77073,184,635,0
LABORATORY ANALYTICAL INSTRUMENTS,3826.0,"AGILENT TECHNOLOGIES, INC.",SANTA CLARA,95051,129,1202,0
"AIR TRANSPORTATION, SCHEDULED",4512.0,"DELTA AIR LINES, INC.",ATLANTA,30354-1989,9,61,2
RETAIL-EATING PLACES,5812.0,YUM BRANDS INC,LOUISVILLE,40213,246,782,0
WHOLESALE-GROCERIES & RELATED PRODUCTS,5140.0,SYSCO CORP,HOUSTON,77077,371,635,3
REAL ESTATE INVESTMENT TRUSTS,6798.0,IRON MOUNTAIN INC,PORTSMOUTH,3801,232,1090,0
REAL ESTATE INVESTMENT TRUSTS,6798.0,Extra Space Storage Inc.,SALT LAKE CITY,84121,232,1183,0
APPAREL & OTHER FINISHD PRODS OF FABRICS & SIMILAR MATL,2300.0,lululemon athletica inc.,VANCOUVER,V6J 1C7,16,1403,4
NATURAL GAS TRANSMISSION,4922.0,Targa Resources Corp.,HOUSTON,77002,177,635,0
MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),1400.0,Vulcan Materials CO,BIRMINGHAM,35242,152,135,2
MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),1400.0,MARTIN MARIETTA MATERIALS INC,RALEIGH,27612,152,1109,0
SEMICONDUCTORS & RELATED DEVICES,3674.0,MONOLITHIC POWER SYSTEMS INC,KIRKLAND,98033,273,700,1
SUGAR & CONFECTIONERY PRODUCTS,2060.0,HERSHEY CO,HERSHEY,17033,338,601,1
BOTTLED & CANNED SOFT DRINKS & CARBONATED WATERS,2086.0,COCA-COLA EUROPACIFIC PARTNERS plc,UXBRIDGE,UB8 1EZ,28,1394,4
ELECTRIC & OTHER SERVICES COMBINED,4931.0,CONSOLIDATED EDISON INC,NEW YORK,10003,65,956,4
"COMMERCIAL BANKS, NEC",6029.0,Banco Santander (Brasil) S.A.,"SAO PAULO, SP",04543-011,41,1213,4
SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3841.0,RESMED INC,SAN DIEGO,92123,340,1187,3
"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",2836.0,ARGENX SE,ZWIJNAARDE,B-9052,22,1557,4
BEVERAGES,2080.0,AMBEV S.A.,SAO PAULO,04530-000,21,1212,4
"PLASTIC MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS",2821.0,"DuPont de Nemours, Inc.",WILMINGTON,19805,209,1512,0
PHARMACEUTICAL PREPARATIONS,2834.0,"ALNYLAM PHARMACEUTICALS, INC.",CAMBRIDGE,2142,204,208,1
"PLASTIC MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS",2821.0,DOW INC.,MIDLAND,48674,209,860,0
COMPUTER & OFFICE EQUIPMENT,3570.0,HP INC,PALO ALTO,94304,46,1043,4
GOLD AND SILVER ORES,1040.0,BARRICK GOLD CORP,TORONTO ONTARIO CANA,M5J2S1,102,1370,4
"STEEL WORKS, BLAST FURNACES & ROLLING MILLS (COKE OVENS)",3312.0,NUCOR CORP,CHARLOTTE,28211,337,254,1
SERVICES-PREPACKAGED SOFTWARE,7372.0,VEEVA SYSTEMS INC,PLEASANTON,94588,319,1078,3
IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,2835.0,IDEXX LABORATORIES INC /DE,WESTBROOK,04092-2041,116,1485,4
REAL ESTATE INVESTMENT TRUSTS,6798.0,VICI PROPERTIES INC.,NEW YORK,10022,232,956,0
SERVICES-PREPACKAGED SOFTWARE,7372.0,Roblox Corp,SAN MATEO,94403,319,1195,3
STATE COMMERCIAL BANKS,6022.0,DEUTSCHE BANK AKTIENGESELLSCHAFT,NEW YORK,10019,334,956,3
ELECTRIC SERVICES,4911.0,ENTERGY CORP /DE/,NEW ORLEANS,70113,68,950,4
INVESTMENT ADVICE,6282.0,BLUE OWL CAPITAL INC.,NEW YORK,10022,126,956,0
"SERVICES-CONSUMER CREDIT REPORTING, COLLECTION AGENCIES",7320.0,EQUIFAX INC,ATLANTA,30302,288,61,1
STATE COMMERCIAL BANKS,6022.0,M&T BANK CORP,BUFFALO,14203,334,187,1
RAILROAD EQUIPMENT,3743.0,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,PITTSBURGH,15212,227,1071,0
"FIRE, MARINE & CASUALTY INSURANCE",6331.0,"HARTFORD FINANCIAL SERVICES GROUP, INC.",HARTFORD,6155,87,582,2
ELECTRIC SERVICES,4911.0,EDISON INTERNATIONAL,ROSEMEAD,91770,68,1154,4
MORTGAGE BANKERS & LOAN CORRESPONDENTS,6162.0,"Rocket Companies, Inc.",DETROIT,48226,168,367,2
LIFE INSURANCE,6311.0,SUN LIFE FINANCIAL INC,TORONTO,M5J 0B6,135,1369,0
"ORDNANCE & ACCESSORIES, (NO VEHICLES/GUIDED MISSILES)",3480.0,"AXON ENTERPRISE, INC.",SCOTTSDALE,85255,192,1224,0
"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",7370.0,"Baidu, Inc.",BEIJING,100085,286,105,1
RETAIL-EATING PLACES,5812.0,Restaurant Brands International Inc.,TORONTO,M5X 1E1,246,1369,0
REAL ESTATE INVESTMENT TRUSTS,6798.0,AVALONBAY COMMUNITIES INC,ARLINGTON,22203,232,53,1
HOSPITAL & MEDICAL SERVICE PLANS,6324.0,CENTENE CORP,ST LOUIS,63105,109,1290,4
HOSPITAL & MEDICAL SERVICE PLANS,6324.0,HUMANA INC,LOUISVILLE,40202,109,782,2
"INSURANCE AGENTS, BROKERS & SERVICE",6411.0,WILLIS TOWERS WATSON PLC,LONDON ENGLAND,EC3M 7DQ,124,769,2
"FIRE, MARINE & CASUALTY INSURANCE",6331.0,FAIRFAX FINANCIAL HOLDINGS LTD/ CAN,TORONTO,M5J 2N7,87,1369,4
ELECTRIC & OTHER SERVICES COMBINED,4931.0,"WEC ENERGY GROUP, INC.",MILWAUKEE,53201,65,870,4
"MEASURING & CONTROLLING DEVICES, NEC",3829.0,"ROCKWELL AUTOMATION, INC",MILWAUKEE,53204,140,870,0
"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",6211.0,RAYMOND JAMES FINANCIAL INC,ST PETERSBURG,33716,272,1292,3
"INSURANCE AGENTS, BROKERS & SERVICE",6411.0,"BROWN & BROWN, INC.",DAYTONA BEACH,32114,124,352,2
"SERVICES-BUSINESS SERVICES, NEC",7389.0,"COSTAR GROUP, INC.",WASHINGTON,20005,280,1448,3
SERVICES-PREPACKAGED SOFTWARE,7372.0,"Cloudflare, Inc.",SAN FRANCISCO,94107,319,1189,3
PUMPS & PUMPING EQUIPMENT,3561.0,Xylem Inc.,WASHINGTON,20003,223,1448,0
GOLD AND SILVER ORES,1040.0,Wheaton Precious Metals Corp.,VANCOUVER,V6E 0C3,102,1403,4
CRUDE PETROLEUM & NATURAL GAS,1311.0,WOODSIDE ENERGY GROUP LTD,WESTERN AUSTRALIA,6000,56,1489,4
STATE COMMERCIAL BANKS,6022.0,FIFTH THIRD BANCORP,CINCINNATI,45263,334,279,1
RETAIL-AUTO DEALERS & GASOLINE STATIONS,5500.0,CARVANA CO.,TEMPE,85281,238,1344,0
SEMICONDUCTORS & RELATED DEVICES,3674.0,ON SEMICONDUCTOR CORP,SCOTTSDALE,85250,273,1224,3
WATER TRANSPORTATION,4400.0,CARNIVAL CORP,MIAMI,33178-2428,359,852,3
AIRCRAFT ENGINES & ENGINE PARTS,3724.0,HEICO CORP,HOLLYWOOD,33021,13,623,2
TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),4813.0,BCE INC,VERDUN,H3E 3B3,344,1412,3
CRUDE PETROLEUM & NATURAL GAS,1311.0,CENOVUS ENERGY INC.,CALGARY,T2P 1N2,56,198,2
"PAINTS, VARNISHES, LACQUERS, ENAMELS & ALLIED PRODS",2851.0,PPG INDUSTRIES INC,PITTSBURGH,15272,194,1071,0
"RETAIL-BUILDING MATERIALS, HARDWARE, GARDEN SUPPLY",5200.0,TRACTOR SUPPLY CO /DE/,BRENTWOOD,37027,239,167,1
SERVICES-PREPACKAGED SOFTWARE,7372.0,HUBSPOT INC,CAMBRIDGE,2141,319,208,1
SERVICES-PREPACKAGED SOFTWARE,7372.0,TAKE TWO INTERACTIVE SOFTWARE INC,NEW YORK,10036,319,956,3
INDUSTRIAL ORGANIC CHEMICALS,2860.0,LyondellBasell Industries N.V.,HOUSTON,77010,120,635,2
SERVICES-PREPACKAGED SOFTWARE,7372.0,ANSYS INC,CANONSBURG,15317,319,214,1
OPERATIVE BUILDERS,1531.0,NVR INC,RESTON,20190,187,1123,0
REAL ESTATE INVESTMENT TRUSTS,6798.0,EQUITY RESIDENTIAL,CHICAGO,60606,232,272,1
RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,3663.0,ERICSSON LM TELEPHONE CO,STOCKHOLM SWEDEN,164 83,224,1310,0
"SERVICES-BUSINESS SERVICES, NEC",7389.0,EBAY INC,SAN JOSE,95125,280,1191,3
"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES",6200.0,Tradeweb Markets Inc.,NEW YORK,10036,271,956,3
GRAIN MILL PRODUCTS,2040.0,KELLANOVA,BATTLE CREEK,49016-3599,103,93,2
REAL ESTATE INVESTMENT TRUSTS,6798.0,"Ventas, Inc.",CHICAGO,60654,232,272,1
SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3841.0,DEXCOM INC,SAN DIEGO,92121,340,1187,3
SERVICES-COMPUTER PROGRAMMING SERVICES,7371.0,"Zscaler, Inc.",SAN JOSE,95134,285,1191,3
LABORATORY ANALYTICAL INSTRUMENTS,3826.0,METTLER TOLEDO INTERNATIONAL INC/,COLUMBUS,43240,129,304,2
STATE COMMERCIAL BANKS,6022.0,STATE STREET CORP,BOSTON,2111,334,154,1
STATE COMMERCIAL BANKS,6022.0,FIRST CITIZENS BANCSHARES INC /DE/,RALEIGH,27609,334,1109,3
SERVICES-AMUSEMENT & RECREATION SERVICES,7900.0,"Live Nation Entertainment, Inc.",BEVERLY HILLS,90210,277,129,1
WATER SUPPLY,4941.0,"American Water Works Company, Inc.",CAMDEN,08102-1658,358,209,1
"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",2836.0,BioNTech SE,MAINZ,55131,22,797,4
SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,7373.0,Samsara Inc.,SAN FRANCISCO,94107,283,1189,3
FATS & OILS,2070.0,Archer-Daniels-Midland Co,CHICAGO,60601,84,272,2
OIL ROYALTY TRADERS,6792.0,Texas Pacific Land Corp,DALLAS,75201,186,341,1
"SERVICES-BUSINESS SERVICES, NEC",7389.0,GLOBAL PAYMENTS INC,ATLANTA,30326,280,61,1
OPERATIVE BUILDERS,1531.0,PULTEGROUP INC/MI/,ATLANTA,30326,187,61,1
"WHOLESALE-DRUGS, PROPRIETARIES & DRUGGISTS' SUNDRIES",5122.0,CARDINAL HEALTH INC,DUBLIN,43017,365,386,1
TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),4813.0,TELEFONICA S A,28013 MADRID,0,344,4,1
"CONSTRUCTION, MINING & MATERIALS HANDLING MACHINERY & EQUIP",3530.0,DOVER Corp,DOWNERS GROVE,60515,53,380,2
"AIR TRANSPORTATION, SCHEDULED",4512.0,"United Airlines Holdings, Inc.",CHICAGO,60606,9,272,2
SERVICES-PREPACKAGED SOFTWARE,7372.0,TYLER TECHNOLOGIES INC,PLANO,75024,319,1076,3
ELECTRIC SERVICES,4911.0,DTE ENERGY CO,DETROIT,48226,68,367,2
"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL",3823.0,"Keysight Technologies, Inc.",SANTA ROSA,95403,119,1207,4
"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",2836.0,BIOGEN INC.,CAMBRIDGE,2142,22,208,2
GOLD AND SILVER ORES,1040.0,FRANCO NEVADA Corp,TORONTO,M5L 1G9,102,1369,4
INDUSTRIAL ORGANIC CHEMICALS,2860.0,INTERNATIONAL FLAVORS & FRAGRANCES INC,NEW YORK,10019,120,956,4
SEMICONDUCTORS & RELATED DEVICES,3674.0,STMicroelectronics N.V.,SCHIPHOL AIRPORT,1118BH,273,1222,3
RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,3663.0,NOKIA CORP,ESPOO FINLAND,2610,224,443,1
WHOLESALE-COMPUTERS & PERIPHERAL EQUIPMENT & SOFTWARE,5045.0,Hewlett Packard Enterprise Co,SPRING,77389,364,1286,3
CRUDE PETROLEUM & NATURAL GAS,1311.0,DEVON ENERGY CORP/DE,OKLAHOMA CITY,73102,56,1008,4
RETAIL-CATALOG & MAIL-ORDER HOUSES,5961.0,CDW Corp,VERNON HILLS,60061,240,1414,0
X-RAY APPARATUS & TUBES & RELATED IRRADIATION APPARATUS,3844.0,KONINKLIJKE PHILIPS NV,AMSTERDAM,1096 BC,394,41,1
REAL ESTATE INVESTMENT TRUSTS,6798.0,SBA COMMUNICATIONS CORP,BOCA RATON,33487,232,146,1
REAL ESTATE INVESTMENT TRUSTS,6798.0,"HOST HOTELS & RESORTS, INC.",BETHESDA,20814,232,126,1
"PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS",2844.0,ESTEE LAUDER COMPANIES INC,NEW YORK,10153,200,956,0
"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL",3823.0,Fortive Corp,EVERETT,98203,119,448,2
"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS",2840.0,CHURCH & DWIGHT CO INC /DE/,EWING,8628,329,449,1
INVESTMENT ADVICE,6282.0,TPG Inc.,FORT WORTH,76102,126,486,2
"SERVICES-BUSINESS SERVICES, NEC",7389.0,"BROADRIDGE FINANCIAL SOLUTIONS, INC.",LAKE SUCCESS,11042,280,719,3
RUBBER & PLASTICS FOOTWEAR,3021.0,DECKERS OUTDOOR CORP,GOLETA,93117,264,531,1
"OIL & GAS FIELD SERVICES, NEC",1389.0,HALLIBURTON CO,HOUSTON,77032,185,635,0
SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,7373.0,"Leidos Holdings, Inc.",RESTON,20190,283,1123,3
NATURAL GAS DISTRIBUTION,4924.0,"Cheniere Energy Partners, L.P.",HOUSTON,77002,175,635,0
"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES",6200.0,PRICE T ROWE GROUP INC,BALTIMORE,21289-0320,271,78,1
ELECTRIC SERVICES,4911.0,FIRSTENERGY CORP,AKRON,44308-1890,68,20,2
OIL & GAS FIELD EXPLORATION SERVICES,1382.0,PEMBINA PIPELINE CORP,CALGARY,T2P 1G1,183,198,1
ELECTRIC SERVICES,4911.0,PPL Corp,ALLENTOWN,18101-1179,68,31,2
MISCELLANEOUS BUSINESS CREDIT INSTITUTION,6159.0,ORIX CORP,TOKYO,105 5135,154,1362,0
MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),1400.0,TECK RESOURCES LTD,VANCOUVER,V6C 0B3,152,1403,0
ELECTRIC SERVICES,4911.0,EVERSOURCE ENERGY,SPRINGFIELD,1104,68,1288,4
COMPUTER STORAGE DEVICES,3572.0,"NetApp, Inc.",SAN JOSE,95128,49,1191,4
RADIOTELEPHONE COMMUNICATIONS,4812.0,TELUS CORP,VANCOUVER,V6B 0M3,226,1403,0
AGRICULTURAL CHEMICALS,2870.0,Nutrien Ltd.,SASKATOON,S7K 5R6,3,1217,4
SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,7373.0,GoDaddy Inc.,TEMPE,85284,283,1344,3
"INSURANCE AGENTS, BROKERS & SERVICE",6411.0,ERIE INDEMNITY CO,ERIE,16530,124,441,2
ELECTRIC & OTHER SERVICES COMBINED,4931.0,AMEREN CORP,ST LOUIS,63166-6149,65,1290,4
PHARMACEUTICAL PREPARATIONS,2834.0,"BeiGene, Ltd.",GRAND CAYMAN,KY1-1108,204,535,1
SERVICES-MANAGEMENT CONSULTING SERVICES,8742.0,Booz Allen Hamilton Holding Corp,MCLEAN,22102,304,832,3
"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",7370.0,"Zoom Video Communications, Inc.",SAN JOSE,95113,286,1191,3
LABORATORY ANALYTICAL INSTRUMENTS,3826.0,"ILLUMINA, INC.",SAN DIEGO,92122,129,1187,0
ELECTRONIC COMPONENTS & ACCESSORIES,3670.0,HUBBELL INC,SHELTON,06484-1000,75,1242,4
REAL ESTATE INVESTMENT TRUSTS,6798.0,WEYERHAEUSER CO,SEATTLE,98104,232,1227,0
"SERVICES-BUSINESS SERVICES, NEC",7389.0,"CORPAY, INC.",ATLANTA,30305,280,61,1
